"","Country.Code","datatopic","percountry_indicators"
"65","AFG","Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"66","AFG","Economic Policy & Debt: Balance of payments: Reserves & other items",6
"67","AFG","Economic Policy & Debt: External debt: Debt outstanding",9
"68","AFG","Economic Policy & Debt: External debt: Debt ratios & other items",9
"69","AFG","Economic Policy & Debt: External debt: Debt service",5
"70","AFG","Economic Policy & Debt: External debt: Net flows",10
"71","AFG","Economic Policy & Debt: National accounts: Adjusted savings & income",21
"72","AFG","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"73","AFG","Economic Policy & Debt: National accounts: Growth rates",15
"74","AFG","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",6
"75","AFG","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"76","AFG","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"77","AFG","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"78","AFG","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"79","AFG","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"80","AFG","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",4
"81","AFG","Economic Policy & Debt: National accounts: Shares of GDP & other",20
"82","AFG","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"83","AFG","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"84","AFG","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"85","AFG","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"86","AFG","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"87","AFG","Economic Policy & Debt: Official development assistance",51
"88","AFG","Economic Policy & Debt: Purchasing power parity",11
"89","AFG","Education: Efficiency",21
"90","AFG","Education: Inputs",27
"91","AFG","Education: Outcomes",40
"92","AFG","Education: Participation",44
"93","AFG","Environment: Agricultural production",13
"94","AFG","Environment: Biodiversity & protected areas",6
"95","AFG","Environment: Density & urbanization",12
"96","AFG","Environment: Emissions",32
"97","AFG","Environment: Energy production & use",9
"98","AFG","Environment: Freshwater",9
"99","AFG","Environment: Land use",23
"100","AFG","Environment: Natural resources contribution to GDP",6
"101","AFG","Financial Sector: Access",14
"102","AFG","Financial Sector: Assets",12
"103","AFG","Financial Sector: Exchange rates & prices",8
"104","AFG","Financial Sector: Interest rates",2
"105","AFG","Financial Sector: Monetary holdings (liabilities)",4
"106","AFG","Gender: Agency",2
"107","AFG","Gender: Health",7
"108","AFG","Gender: Public life & decision making",3
"109","AFG","Health",2
"110","AFG","Health: Disease prevention",22
"111","AFG","Health: Health systems",22
"112","AFG","Health: Mortality",39
"113","AFG","Health: Nutrition",25
"114","AFG","Health: Population: Dynamics",12
"115","AFG","Health: Population: Structure",58
"116","AFG","Health: Reproductive health",16
"117","AFG","Health: Risk factors",29
"118","AFG","Health: Universal Health Coverage",12
"119","AFG","Infrastructure: Communications",13
"120","AFG","Infrastructure: Technology",4
"121","AFG","Infrastructure: Transportation",5
"122","AFG","Poverty: Poverty rates",1
"123","AFG","Poverty:Multidimensional poverty",5
"124","AFG","Private Sector & Trade: Business environment",53
"125","AFG","Private Sector & Trade: Exports",23
"126","AFG","Private Sector & Trade: Imports",23
"127","AFG","Private Sector & Trade: Private infrastructure investment",3
"128","AFG","Private Sector & Trade: Tariffs",24
"129","AFG","Private Sector & Trade: Total merchandise trade",1
"130","AFG","Private Sector & Trade: Trade facilitation",16
"131","AFG","Private Sector & Trade: Trade price indices",2
"132","AFG","Private Sector & Trade: Travel & tourism",8
"133","AFG","Public Sector: Conflict & fragility",7
"134","AFG","Public Sector: Defense & arms trade",8
"135","AFG","Public Sector: Government finance",1
"136","AFG","Public Sector: Government finance: Deficit & financing",8
"137","AFG","Public Sector: Government finance: Expense",13
"138","AFG","Public Sector: Government finance: Revenue",22
"139","AFG","Public Sector: Policy & institutions",76
"140","AFG","Social Protection & Labor: Economic activity",62
"141","AFG","Social Protection & Labor: Labor force structure",28
"142","AFG","Social Protection & Labor: Migration",5
"143","AFG","Social Protection & Labor: Performance",19
"144","AFG","Social Protection & Labor: Unemployment",24
"145","AFG","Trade",6
"146","AGO","Economic Policy & Debt: Balance of payments: Capital & financial account",11
"147","AGO","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"148","AGO","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"149","AGO","Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"150","AGO","Economic Policy & Debt: Balance of payments: Reserves & other items",6
"151","AGO","Economic Policy & Debt: External debt: Debt outstanding",10
"152","AGO","Economic Policy & Debt: External debt: Debt ratios & other items",11
"153","AGO","Economic Policy & Debt: External debt: Debt service",5
"154","AGO","Economic Policy & Debt: External debt: Net flows",18
"155","AGO","Economic Policy & Debt: National accounts: Adjusted savings & income",28
"156","AGO","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"157","AGO","Economic Policy & Debt: National accounts: Growth rates",16
"158","AGO","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",6
"159","AGO","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"160","AGO","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"161","AGO","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"162","AGO","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"163","AGO","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"164","AGO","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"165","AGO","Economic Policy & Debt: National accounts: Shares of GDP & other",20
"166","AGO","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"167","AGO","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"168","AGO","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"169","AGO","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"170","AGO","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"171","AGO","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"172","AGO","Economic Policy & Debt: Official development assistance",51
"173","AGO","Economic Policy & Debt: Purchasing power parity",13
"174","AGO","Education: Efficiency",21
"175","AGO","Education: Inputs",40
"176","AGO","Education: Outcomes",34
"177","AGO","Education: Participation",44
"178","AGO","Environment: Agricultural production",12
"179","AGO","Environment: Biodiversity & protected areas",7
"180","AGO","Environment: Density & urbanization",12
"181","AGO","Environment: Emissions",41
"182","AGO","Environment: Energy production & use",27
"183","AGO","Environment: Freshwater",9
"184","AGO","Environment: Land use",22
"185","AGO","Environment: Natural resources contribution to GDP",6
"186","AGO","Financial Sector: Access",14
"187","AGO","Financial Sector: Assets",14
"188","AGO","Financial Sector: Exchange rates & prices",9
"189","AGO","Financial Sector: Interest rates",5
"190","AGO","Financial Sector: Monetary holdings (liabilities)",4
"191","AGO","Gender: Agency",2
"192","AGO","Gender: Health",7
"193","AGO","Gender: Public life & decision making",4
"194","AGO","Health",2
"195","AGO","Health: Disease prevention",19
"196","AGO","Health: Health systems",20
"197","AGO","Health: Mortality",39
"198","AGO","Health: Nutrition",26
"199","AGO","Health: Population: Dynamics",12
"200","AGO","Health: Population: Structure",58
"201","AGO","Health: Reproductive health",16
"202","AGO","Health: Risk factors",28
"203","AGO","Health: Universal Health Coverage",12
"204","AGO","Infrastructure: Communications",13
"205","AGO","Infrastructure: Technology",11
"206","AGO","Infrastructure: Transportation",7
"207","AGO","Poverty: Income distribution",9
"208","AGO","Poverty: Poverty rates",7
"209","AGO","Poverty:Multidimensional poverty",5
"210","AGO","Private Sector & Trade: Business environment",49
"211","AGO","Private Sector & Trade: Exports",23
"212","AGO","Private Sector & Trade: Imports",23
"213","AGO","Private Sector & Trade: Private infrastructure investment",5
"214","AGO","Private Sector & Trade: Tariffs",24
"215","AGO","Private Sector & Trade: Total merchandise trade",1
"216","AGO","Private Sector & Trade: Trade facilitation",16
"217","AGO","Private Sector & Trade: Trade price indices",2
"218","AGO","Private Sector & Trade: Travel & tourism",10
"219","AGO","Public Sector: Conflict & fragility",3
"220","AGO","Public Sector: Defense & arms trade",8
"221","AGO","Public Sector: Government finance",1
"222","AGO","Public Sector: Government finance: Deficit & financing",8
"223","AGO","Public Sector: Government finance: Expense",13
"224","AGO","Public Sector: Government finance: Revenue",22
"225","AGO","Public Sector: Policy & institutions",76
"226","AGO","Social Protection & Labor: Economic activity",62
"227","AGO","Social Protection & Labor: Labor force structure",28
"228","AGO","Social Protection & Labor: Migration",5
"229","AGO","Social Protection & Labor: Performance",23
"230","AGO","Social Protection & Labor: Unemployment",24
"231","AGO","Trade",6
"232","ALB","Economic Policy & Debt: Balance of payments: Capital & financial account",11
"233","ALB","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"234","ALB","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"235","ALB","Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"236","ALB","Economic Policy & Debt: Balance of payments: Reserves & other items",6
"237","ALB","Economic Policy & Debt: External debt: Debt outstanding",10
"238","ALB","Economic Policy & Debt: External debt: Debt ratios & other items",11
"239","ALB","Economic Policy & Debt: External debt: Debt service",5
"240","ALB","Economic Policy & Debt: External debt: Net flows",19
"241","ALB","Economic Policy & Debt: National accounts: Adjusted savings & income",28
"242","ALB","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"243","ALB","Economic Policy & Debt: National accounts: Growth rates",16
"244","ALB","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"245","ALB","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"246","ALB","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"247","ALB","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"248","ALB","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"249","ALB","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",13
"250","ALB","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",4
"251","ALB","Economic Policy & Debt: National accounts: Shares of GDP & other",24
"252","ALB","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"253","ALB","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"254","ALB","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"255","ALB","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"256","ALB","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"257","ALB","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"258","ALB","Economic Policy & Debt: Official development assistance",53
"259","ALB","Economic Policy & Debt: Purchasing power parity",13
"260","ALB","Education: Efficiency",21
"261","ALB","Education: Inputs",41
"262","ALB","Education: Outcomes",40
"263","ALB","Education: Participation",44
"264","ALB","Environment: Agricultural production",13
"265","ALB","Environment: Biodiversity & protected areas",7
"266","ALB","Environment: Density & urbanization",10
"267","ALB","Environment: Emissions",42
"268","ALB","Environment: Energy production & use",27
"269","ALB","Environment: Freshwater",9
"270","ALB","Environment: Land use",23
"271","ALB","Environment: Natural resources contribution to GDP",6
"272","ALB","Financial Sector: Access",14
"273","ALB","Financial Sector: Assets",14
"274","ALB","Financial Sector: Exchange rates & prices",9
"275","ALB","Financial Sector: Interest rates",5
"276","ALB","Financial Sector: Monetary holdings (liabilities)",4
"277","ALB","Gender: Agency",2
"278","ALB","Gender: Health",6
"279","ALB","Gender: Participation & access",2
"280","ALB","Gender: Public life & decision making",4
"281","ALB","Health",2
"282","ALB","Health: Disease prevention",19
"283","ALB","Health: Health systems",22
"284","ALB","Health: Mortality",39
"285","ALB","Health: Nutrition",25
"286","ALB","Health: Population: Dynamics",13
"287","ALB","Health: Population: Structure",58
"288","ALB","Health: Reproductive health",16
"289","ALB","Health: Risk factors",25
"290","ALB","Health: Universal Health Coverage",12
"291","ALB","Infrastructure: Communications",13
"292","ALB","Infrastructure: Technology",13
"293","ALB","Infrastructure: Transportation",10
"294","ALB","Poverty: Income distribution",9
"295","ALB","Poverty: Poverty rates",7
"296","ALB","Poverty: Shared prosperity",4
"297","ALB","Poverty:Multidimensional poverty",4
"298","ALB","Private Sector & Trade: Business environment",54
"299","ALB","Private Sector & Trade: Exports",23
"300","ALB","Private Sector & Trade: Imports",23
"301","ALB","Private Sector & Trade: Private infrastructure investment",7
"302","ALB","Private Sector & Trade: Tariffs",24
"303","ALB","Private Sector & Trade: Total merchandise trade",1
"304","ALB","Private Sector & Trade: Trade facilitation",16
"305","ALB","Private Sector & Trade: Trade price indices",2
"306","ALB","Private Sector & Trade: Travel & tourism",10
"307","ALB","Public Sector: Conflict & fragility",5
"308","ALB","Public Sector: Defense & arms trade",8
"309","ALB","Public Sector: Government finance",1
"310","ALB","Public Sector: Government finance: Deficit & financing",10
"311","ALB","Public Sector: Government finance: Expense",13
"312","ALB","Public Sector: Government finance: Revenue",22
"313","ALB","Public Sector: Policy & institutions",75
"314","ALB","Social Protection & Labor: Economic activity",74
"315","ALB","Social Protection & Labor: Labor force structure",28
"316","ALB","Social Protection & Labor: Migration",5
"317","ALB","Social Protection & Labor: Performance",27
"318","ALB","Social Protection & Labor: Unemployment",24
"319","ALB","Trade",6
"320","AND","Economic Policy & Debt: Balance of payments: Capital & financial account",7
"321","AND","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"322","AND","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",21
"323","AND","Economic Policy & Debt: Balance of payments: Current account: Transfers",6
"324","AND","Economic Policy & Debt: National accounts: Adjusted savings & income",8
"325","AND","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"326","AND","Economic Policy & Debt: National accounts: Growth rates",6
"327","AND","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",4
"328","AND","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"329","AND","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",9
"330","AND","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",1
"331","AND","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",4
"332","AND","Economic Policy & Debt: National accounts: Shares of GDP & other",4
"333","AND","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",3
"334","AND","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",4
"335","AND","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",7
"336","AND","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"337","AND","Education: Efficiency",12
"338","AND","Education: Inputs",42
"339","AND","Education: Outcomes",33
"340","AND","Education: Participation",35
"341","AND","Environment: Agricultural production",3
"342","AND","Environment: Biodiversity & protected areas",6
"343","AND","Environment: Density & urbanization",7
"344","AND","Environment: Emissions",26
"345","AND","Environment: Energy production & use",8
"346","AND","Environment: Freshwater",2
"347","AND","Environment: Land use",20
"348","AND","Environment: Natural resources contribution to GDP",3
"349","AND","Financial Sector: Exchange rates & prices",6
"350","AND","Gender: Public life & decision making",1
"351","AND","Health: Disease prevention",15
"352","AND","Health: Health systems",19
"353","AND","Health: Mortality",21
"354","AND","Health: Nutrition",5
"355","AND","Health: Population: Dynamics",10
"356","AND","Health: Population: Structure",58
"357","AND","Health: Reproductive health",3
"358","AND","Health: Risk factors",11
"359","AND","Health: Universal Health Coverage",1
"360","AND","Infrastructure: Communications",13
"361","AND","Infrastructure: Technology",7
"362","AND","Infrastructure: Transportation",2
"363","AND","Private Sector & Trade: Exports",11
"364","AND","Private Sector & Trade: Imports",11
"365","AND","Private Sector & Trade: Total merchandise trade",1
"366","AND","Private Sector & Trade: Trade price indices",2
"367","AND","Private Sector & Trade: Travel & tourism",9
"368","AND","Public Sector: Conflict & fragility",3
"369","AND","Public Sector: Policy & institutions",39
"370","AND","Social Protection & Labor: Labor force structure",2
"371","AND","Social Protection & Labor: Migration",4
"372","AND","Trade",5
"373","ARE","Economic Policy & Debt: Balance of payments: Capital & financial account",4
"374","ARE","Economic Policy & Debt: Balance of payments: Reserves & other items",4
"375","ARE","Economic Policy & Debt: National accounts: Adjusted savings & income",21
"376","ARE","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"377","ARE","Economic Policy & Debt: National accounts: Growth rates",16
"378","ARE","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",4
"379","ARE","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"380","ARE","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"381","ARE","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"382","ARE","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",8
"383","ARE","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"384","ARE","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",4
"385","ARE","Economic Policy & Debt: National accounts: Shares of GDP & other",23
"386","ARE","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",4
"387","ARE","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"388","ARE","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"389","ARE","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",6
"390","ARE","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"391","ARE","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"392","ARE","Economic Policy & Debt: Official development assistance",28
"393","ARE","Economic Policy & Debt: Purchasing power parity",13
"394","ARE","Education: Efficiency",21
"395","ARE","Education: Inputs",39
"396","ARE","Education: Outcomes",49
"397","ARE","Education: Participation",44
"398","ARE","Environment: Agricultural production",13
"399","ARE","Environment: Biodiversity & protected areas",7
"400","ARE","Environment: Density & urbanization",11
"401","ARE","Environment: Emissions",42
"402","ARE","Environment: Energy production & use",27
"403","ARE","Environment: Freshwater",9
"404","ARE","Environment: Land use",22
"405","ARE","Environment: Natural resources contribution to GDP",6
"406","ARE","Financial Sector: Access",14
"407","ARE","Financial Sector: Assets",14
"408","ARE","Financial Sector: Capital markets",7
"409","ARE","Financial Sector: Exchange rates & prices",8
"410","ARE","Financial Sector: Monetary holdings (liabilities)",4
"411","ARE","Gender: Public life & decision making",2
"412","ARE","Health",2
"413","ARE","Health: Disease prevention",15
"414","ARE","Health: Health systems",20
"415","ARE","Health: Mortality",39
"416","ARE","Health: Nutrition",7
"417","ARE","Health: Population: Dynamics",10
"418","ARE","Health: Population: Structure",58
"419","ARE","Health: Reproductive health",11
"420","ARE","Health: Risk factors",15
"421","ARE","Health: Universal Health Coverage",2
"422","ARE","Infrastructure: Communications",11
"423","ARE","Infrastructure: Technology",13
"424","ARE","Infrastructure: Transportation",9
"425","ARE","Poverty: Income distribution",9
"426","ARE","Poverty: Poverty rates",6
"427","ARE","Poverty: Shared prosperity",4
"428","ARE","Private Sector & Trade: Business environment",31
"429","ARE","Private Sector & Trade: Exports",17
"430","ARE","Private Sector & Trade: Imports",17
"431","ARE","Private Sector & Trade: Private infrastructure investment",2
"432","ARE","Private Sector & Trade: Tariffs",24
"433","ARE","Private Sector & Trade: Total merchandise trade",1
"434","ARE","Private Sector & Trade: Trade facilitation",16
"435","ARE","Private Sector & Trade: Trade price indices",2
"436","ARE","Private Sector & Trade: Travel & tourism",4
"437","ARE","Public Sector: Conflict & fragility",5
"438","ARE","Public Sector: Defense & arms trade",8
"439","ARE","Public Sector: Government finance: Deficit & financing",10
"440","ARE","Public Sector: Government finance: Expense",13
"441","ARE","Public Sector: Government finance: Revenue",15
"442","ARE","Public Sector: Policy & institutions",51
"443","ARE","Social Protection & Labor: Economic activity",41
"444","ARE","Social Protection & Labor: Labor force structure",28
"445","ARE","Social Protection & Labor: Migration",5
"446","ARE","Social Protection & Labor: Unemployment",24
"447","ARE","Trade",6
"448","ARG","Economic Policy & Debt: Balance of payments: Capital & financial account",11
"449","ARG","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"450","ARG","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"451","ARG","Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"452","ARG","Economic Policy & Debt: Balance of payments: Reserves & other items",6
"453","ARG","Economic Policy & Debt: External debt: Debt outstanding",9
"454","ARG","Economic Policy & Debt: External debt: Debt ratios & other items",11
"455","ARG","Economic Policy & Debt: External debt: Debt service",5
"456","ARG","Economic Policy & Debt: External debt: Net flows",18
"457","ARG","Economic Policy & Debt: National accounts: Adjusted savings & income",28
"458","ARG","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"459","ARG","Economic Policy & Debt: National accounts: Growth rates",16
"460","ARG","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"461","ARG","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"462","ARG","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"463","ARG","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"464","ARG","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"465","ARG","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",13
"466","ARG","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"467","ARG","Economic Policy & Debt: National accounts: Shares of GDP & other",24
"468","ARG","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"469","ARG","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"470","ARG","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"471","ARG","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"472","ARG","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"473","ARG","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"474","ARG","Economic Policy & Debt: Official development assistance",51
"475","ARG","Economic Policy & Debt: Purchasing power parity",13
"476","ARG","Education: Efficiency",18
"477","ARG","Education: Inputs",27
"478","ARG","Education: Outcomes",37
"479","ARG","Education: Participation",44
"480","ARG","Environment: Agricultural production",13
"481","ARG","Environment: Biodiversity & protected areas",7
"482","ARG","Environment: Density & urbanization",12
"483","ARG","Environment: Emissions",42
"484","ARG","Environment: Energy production & use",27
"485","ARG","Environment: Freshwater",9
"486","ARG","Environment: Land use",24
"487","ARG","Environment: Natural resources contribution to GDP",6
"488","ARG","Financial Sector: Access",13
"489","ARG","Financial Sector: Assets",13
"490","ARG","Financial Sector: Capital markets",7
"491","ARG","Financial Sector: Exchange rates & prices",6
"492","ARG","Financial Sector: Interest rates",4
"493","ARG","Financial Sector: Monetary holdings (liabilities)",4
"494","ARG","Gender: Agency",2
"495","ARG","Gender: Participation & access",2
"496","ARG","Gender: Public life & decision making",2
"497","ARG","Health",2
"498","ARG","Health: Disease prevention",16
"499","ARG","Health: Health systems",21
"500","ARG","Health: Mortality",39
"501","ARG","Health: Nutrition",24
"502","ARG","Health: Population: Dynamics",10
"503","ARG","Health: Population: Structure",58
"504","ARG","Health: Reproductive health",12
"505","ARG","Health: Risk factors",29
"506","ARG","Health: Universal Health Coverage",6
"507","ARG","Infrastructure: Communications",13
"508","ARG","Infrastructure: Technology",13
"509","ARG","Infrastructure: Transportation",10
"510","ARG","Poverty: Income distribution",9
"511","ARG","Poverty: Poverty rates",7
"512","ARG","Poverty: Shared prosperity",4
"513","ARG","Private Sector & Trade: Business environment",54
"514","ARG","Private Sector & Trade: Exports",23
"515","ARG","Private Sector & Trade: Imports",23
"516","ARG","Private Sector & Trade: Private infrastructure investment",8
"517","ARG","Private Sector & Trade: Tariffs",24
"518","ARG","Private Sector & Trade: Total merchandise trade",1
"519","ARG","Private Sector & Trade: Trade facilitation",16
"520","ARG","Private Sector & Trade: Trade price indices",2
"521","ARG","Private Sector & Trade: Travel & tourism",10
"522","ARG","Public Sector: Conflict & fragility",5
"523","ARG","Public Sector: Defense & arms trade",8
